account,d1,d2,d3,d4,d5,d6,d7,d8,d9
607090,51,29,19,15,11,11,9,7,8
463236,50,28,19,16,14,10,8,8,7
297478,49,28,20,16,12,10,9,8,8
50121,47,26,22,16,12,11,10,9,7
67906,49,30,19,15,12,10,9,8,8
914295,45,29,21,17,12,12,9,8,7
64704,44,30,20,16,13,12,10,8,7
565226,49,29,20,14,12,11,10,8,7
60205,51,27,19,16,12,11,9,8,7
426565,47,28,18,17,14,11,10,8,7
75306,45,27,22,16,12,12,10,8,8
10496,49,29,19,16,13,11,9,7,7
835713,46,28,20,16,14,11,10,8,7
61031,48,30,21,14,12,11,9,7,8
237104,50,28,20,14,14,9,9,9,7
90532,50,29,20,15,12,11,8,8,7
84634,46,26,22,16,13,12,9,9,7
369498,50,30,19,14,13,10,8,9,7
46449,50,27,21,14,13,11,8,8,8
92526,52,25,19,16,13,11,9,8,7
347502,45,26,22,16,14,12,9,8,8
891980,51,26,21,16,12,11,10,7,6
902522,47,27,19,16,14,12,9,9,7
692673,50,28,19,15,12,11,10,8,7
718999,47,27,20,18,12,11,9,9,7
20992,51,26,19,14,13,11,10,8,8
78015,49,26,20,17,13,10,9,8,8
668087,46,28,21,17,13,10,9,9,7
39754,49,27,19,17,14,10,9,8,7
323131,47,29,18,17,14,11,9,8,7
912665,49,27,19,17,13,11,9,7,8
18025,47,31,20,14,12,11,9,9,7
497685,47,29,19,17,13,10,10,8,7
119757,46,27,21,16,12,10,11,9,8
687826,49,30,21,14,12,11,9,7,7
387481,47,30,20,16,12,11,9,8,7
970271,47,29,19,15,12,11,9,10,8
327635,46,29,21,14,14,12,9,8,7
729104,45,26,20,17,13,12,10,9,8
73972,49,28,21,14,12,11,9,8,8
705945,46,27,22,15,13,11,10,9,7
283729,46,28,21,17,12,10,10,8,8
398912,49,29,21,14,11,11,9,8,8
17002,49,29,20,15,13,11,8,8,7
80433,48,28,20,15,12,11,11,8,7
79429,48,30,20,15,12,11,9,8,7
12813,50,30,20,14,12,10,9,8,7
791118,49,28,21,16,11,11,10,7,7
37198,51,27,19,16,12,10,10,8,7
463378,49,29,18,14,13,11,10,8,8
360695,50,26,20,15,14,10,10,8,7
282777,54,27,19,14,12,11,8,8,7
73882,46,31,19,16,12,11,10,8,7
61978,51,28,19,15,12,11,9,8,7
903705,46,27,19,17,14,10,10,9,8
42488,46,27,22,15,12,12,10,8,8
56161,52,26,19,15,12,11,9,8,8
838647,52,26,18,16,12,11,9,9,7
754492,48,29,20,16,12,10,9,8,8
44759,46,27,20,15,13,12,11,8,8
82897,50,26,22,16,12,10,9,8,7
103084,48,26,19,16,14,11,10,8,8
607954,52,27,19,14,12,11,10,8,7
355691,49,26,21,16,12,12,10,7,7
186780,44,29,21,17,14,10,9,9,7
49823,50,27,20,17,13,9,9,8,7
82480,48,30,20,14,14,10,9,8,7
30955,52,27,19,15,12,10,9,9,7
794399,45,29,21,15,12,11,10,9,8
20963,47,29,19,16,12,12,9,8,8
9952,46,29,22,14,13,11,9,8,8
94210,47,29,21,15,14,10,9,8,7
754933,50,30,19,15,12,10,9,8,7
35320,49,28,20,14,13,10,10,9,7
836783,45,28,21,17,13,11,9,9,7
52289,46,26,22,16,13,11,10,9,7
734187,47,27,22,15,12,11,10,8,8
945925,49,26,22,14,13,11,10,8,7
978126,51,28,20,14,13,10,9,7,8
500488,51,27,21,14,11,11,9,9,7
574153,47,30,21,14,13,10,9,8,8
727495,46,27,21,15,13,12,9,9,8
553027,46,29,22,16,12,10,9,8,8
16136,48,28,19,16,13,11,10,8,7
167280,47,30,20,16,12,11,8,8,8
42227,49,26,22,14,14,11,9,8,7
85334,47,29,21,16,13,10,10,8,6
11563,49,30,19,17,12,9,9,7,8
87443,45,29,21,15,12,11,10,9,8
520067,46,27,21,16,13,11,10,8,8
14939,53,27,18,14,12,12,9,8,7
473864,47,28,20,16,13,11,10,8,7
592430,45,30,21,16,12,11,9,8,8
187828,47,29,19,16,13,10,10,9,7
868661,50,26,20,15,12,12,9,8,8
11560,46,27,21,16,14,11,9,8,8
149811,46,30,20,15,13,11,10,9,6
845410,48,28,22,15,12,11,9,8,7
893024,49,27,19,15,12,11,10,9,8
71137,44,30,19,17,13,12,9,9,7
147951,51,27,20,14,13,10,9,8,8
920719,50,26,21,15,14,10,9,8,7
269045,46,26,20,17,12,11,11,9,8
47053,48,29,19,15,13,11,9,8,8
28455,49,27,19,17,12,10,9,9,8
52052,46,30,20,15,12,12,9,9,7
41801,46,27,22,16,12,11,10,8,8
48870,47,29,21,14,13,11,9,9,7
589472,53,26,19,15,12,11,9,8,7
800019,47,30,22,15,11,11,9,8,7
170555,51,29,20,15,11,11,8,8,7
35818,50,26,20,15,14,11,9,8,7
25794,49,27,21,15,13,10,10,8,7
337590,47,28,20,16,13,11,10,8,7
13204,49,28,19,16,12,11,9,8,8
255497,47,29,21,15,12,11,9,8,8
84498,46,31,19,14,13,11,10,9,7
699432,47,29,19,17,12,10,10,8,8
396577,45,31,19,16,13,10,10,9,7
65534,46,29,21,15,13,12,9,8,7
376460,45,29,19,16,14,11,10,8,8
119246,46,30,20,16,12,11,9,8,8
34622,47,29,20,15,12,11,9,9,8
283760,46,28,23,15,12,11,10,8,7
394458,50,29,20,14,13,10,9,8,7
95572,48,30,18,17,11,11,9,8,8
80941,49,26,22,15,13,11,9,8,7
29714,52,26,19,15,13,10,10,8,7
851349,46,30,20,16,13,11,8,8,8
576781,47,26,21,16,14,12,9,8,7
80898,52,26,19,15,12,11,9,8,8
830071,47,29,21,15,13,11,9,8,7
140872,50,30,18,14,13,10,8,9,8
442104,50,26,19,16,13,10,10,8,8
77307,49,28,20,15,13,11,9,8,7
786974,45,30,22,15,13,11,9,8,7
854475,44,30,21,17,12,11,9,9,7
963526,51,26,20,15,13,10,10,8,7
998302,47,26,21,17,13,11,9,9,7
566785,48,28,18,17,12,11,10,9,7
989479,51,29,21,14,11,10,9,8,7
642306,49,29,20,16,12,11,9,7,7
96639,46,30,22,15,12,10,9,9,7
189184,44,30,22,15,13,11,10,8,7
446854,49,28,18,17,12,11,10,8,7
84071,46,28,21,15,12,11,10,9,8
589366,48,29,19,17,12,10,10,8,7
638960,47,27,21,17,12,11,10,8,7
292776,45,30,20,15,13,11,10,8,8
315204,47,26,22,17,12,11,10,8,7
38759,47,29,19,16,13,11,9,9,7
38102,48,27,20,16,13,10,10,8,8
477917,47,29,20,16,12,11,9,9,7
90160,49,28,19,16,13,11,9,8,7
71380,47,28,21,14,14,10,10,9,7
931815,45,30,21,15,13,11,9,8,8
85252,46,29,21,17,12,10,10,8,7
23489,47,27,21,17,13,10,10,8,7
775405,46,28,19,17,14,11,9,8,8
339347,44,31,22,16,13,10,10,7,7
143544,44,29,20,16,14,11,10,9,7
972967,47,29,18,15,13,11,10,9,8
57725,49,27,18,16,14,11,9,9,7
483653,51,26,21,15,12,11,10,8,6
839452,46,28,21,16,12,12,9,9,7
98503,47,29,19,14,14,11,10,8,8
880721,50,26,18,16,13,11,10,8,8
43036,49,27,21,16,12,11,9,8,7
87377,49,27,21,15,13,11,9,8,7
515088,51,26,19,14,13,10,10,9,8
729863,51,27,19,15,13,10,10,8,7
668950,46,28,20,15,13,12,10,9,7
25976,46,30,18,17,13,11,9,8,8
47654,47,28,21,16,12,11,9,9,7
148071,47,27,21,17,12,11,10,8,7
43916,46,31,20,15,12,11,10,8,7
95433,46,27,22,16,12,11,9,9,8
631619,48,29,21,15,13,10,9,8,7
13986,50,27,21,16,11,10,10,8,7
481876,50,28,20,14,12,12,8,9,7
46052,47,28,19,16,13,11,10,8,8
79494,47,30,20,14,12,11,10,9,7
721080,47,29,20,16,13,10,10,8,7
40153,47,29,20,15,12,12,10,7,8
272934,48,30,19,16,13,10,9,8,7
13340,47,30,20,15,12,11,10,8,7
707924,51,30,19,15,12,10,8,8,7
94558,50,31,18,14,11,11,10,8,7
52700,46,29,19,16,13,11,10,8,8
62381,47,27,21,17,12,11,9,9,7
775788,45,31,18,17,14,10,9,8,8
67317,48,27,20,16,13,12,9,8,7
25220,50,28,19,15,13,11,9,8,7
26485,45,27,20,15,14,12,10,9,8
809342,51,26,19,15,13,11,10,7,8
771747,45,30,20,16,13,11,9,8,8
115103,52,26,19,17,11,10,9,9,7
14414,44,31,22,14,12,11,9,9,8
457612,48,28,19,16,14,11,9,9,6
747311,47,30,19,16,13,10,10,8,7
604045,51,29,19,14,13,11,8,8,7
55583,47,28,21,15,14,11,9,8,7
738583,49,30,19,15,12,11,9,7,8
96112,49,28,19,14,13,11,9,9,8
85040,48,26,20,16,13,11,10,8,8
27364,47,27,21,17,14,11,8,8,7
173460,46,29,21,16,12,11,9,9,7
27008,46,28,22,15,13,11,9,9,7
38381,47,28,18,17,14,11,9,9,7
73278,45,28,21,16,14,11,10,8,7
904113,46,30,21,15,12,12,9,8,7
62719,51,27,21,15,12,10,10,7,7
707117,52,27,19,14,12,11,9,8,8
567864,50,27,19,15,12,11,10,9,7
268740,46,30,19,16,14,10,9,9,7
959137,51,30,18,14,12,11,9,8,7
885445,47,27,21,15,12,12,10,8,8
811599,50,27,18,15,13,11,10,9,7
60995,46,29,21,15,13,10,10,8,8
60156,48,31,20,14,12,11,9,8,7
48903,52,26,20,16,12,10,9,8,7
408941,48,30,20,14,13,11,9,7,8
550276,48,28,21,15,12,10,10,8,8
712925,46,28,22,14,13,11,10,8,8
16086,47,30,22,16,13,10,8,7,7
435793,44,29,22,14,14,10,10,9,8
452376,47,30,21,15,12,10,9,8,8
40455,50,28,19,14,13,11,10,9,6
968266,48,27,20,17,12,10,9,9,8
48544,48,29,19,15,13,11,9,8,8
29296,45,28,21,16,13,11,10,8,8
548026,45,30,20,17,12,10,10,9,7
741131,48,28,20,17,12,10,9,9,7
720791,52,26,18,16,12,11,9,8,8
232866,47,27,22,17,13,11,9,7,7
627117,46,27,21,16,13,12,9,9,7
61395,48,28,19,16,13,11,10,8,7
10857,48,29,20,15,12,12,9,7,8
43297,48,27,22,15,12,11,10,8,7
56376,48,28,20,16,12,11,9,8,8
47294,49,27,19,16,13,10,10,9,7
791250,51,28,19,16,13,10,9,7,7
833583,48,27,19,17,13,11,9,9,7
78237,50,25,20,16,13,11,10,8,7
180898,45,30,19,18,12,12,9,8,7
407511,47,26,22,17,13,10,9,8,8
287869,45,30,20,15,13,12,10,8,7
37245,48,27,19,16,14,11,9,9,7
727292,48,27,20,15,13,11,10,8,8
564322,49,26,21,16,12,10,10,8,8
86544,48,31,19,15,12,10,10,7,8
732063,51,27,18,15,13,11,10,8,7
54540,51,27,21,15,13,10,9,7,7
159698,46,27,20,17,12,10,11,9,8
616594,47,29,22,15,12,10,9,8,8
217357,48,29,19,16,12,10,10,8,8
737808,46,31,20,14,13,11,10,8,7
73358,49,29,18,16,13,10,9,8,8
85648,47,27,19,17,14,11,10,7,8
99887,49,27,22,15,13,10,9,8,7
21121,51,26,19,16,13,10,10,8,7
905474,47,26,19,17,14,11,10,9,7
886618,45,30,19,17,12,11,10,9,7
689219,45,28,20,15,14,12,9,9,8
291515,47,30,19,15,13,10,10,8,8
45709,46,27,22,16,12,11,9,9,8
927456,47,30,19,17,12,12,8,8,7
76502,47,26,19,17,14,11,10,9,7
385447,46,30,19,17,11,11,10,9,7
862018,51,29,19,15,11,10,10,8,7
573081,45,30,21,15,13,10,10,8,8
63267,46,27,23,16,12,11,9,8,8
966850,51,28,20,15,12,11,9,7,7
515374,48,30,18,17,13,10,9,8,7
942548,45,29,22,15,13,11,10,8,7
244711,45,30,21,15,13,11,9,8,8
699347,46,30,21,15,12,11,10,8,7
341899,47,28,20,16,13,11,9,9,7
73094,47,28,21,17,13,10,9,8,7
243960,51,27,20,15,13,11,9,7,7
794798,47,31,19,14,12,11,10,8,8
59294,51,25,19,14,13,12,9,9,8
945940,46,31,20,15,12,10,10,8,8
87249,46,32,19,15,13,10,9,8,8
33113,49,26,21,14,14,11,10,8,7
359851,50,28,20,15,12,10,10,8,7
188868,48,28,21,15,11,11,10,9,7
84104,48,30,18,16,13,10,9,9,7
34029,51,27,20,15,12,10,9,8,8
12269,45,30,21,16,14,10,9,7,8
81576,48,26,21,16,14,11,9,8,7
39217,45,27,21,17,13,12,9,9,7
798697,50,27,19,15,13,11,9,8,8
346059,47,26,22,16,14,10,9,8,8
827425,50,26,21,16,12,11,9,8,7
660320,47,29,21,14,12,11,10,8,8
740768,51,30,19,15,12,10,9,7,7
912711,52,26,20,15,13,10,9,8,7
29704,45,31,19,17,12,12,9,8,7
189271,50,26,21,15,12,11,10,8,7
90080,47,30,21,16,12,10,9,8,7
497352,50,30,18,14,13,10,9,8,8
565894,50,30,20,15,13,10,9,7,6
102667,47,27,21,15,13,11,10,9,7
522167,47,29,19,16,12,12,10,8,7
698947,47,27,20,16,13,10,10,9,8
61125,47,31,19,15,12,11,10,8,7
379212,46,26,21,16,14,11,9,9,8
44978,47,30,19,16,12,11,9,9,7
131968,50,27,20,16,12,11,9,8,7
42302,49,29,19,15,12,11,9,8,8
58850,50,27,21,16,12,10,9,8,7
81355,48,26,21,16,13,10,10,8,8
77964,44,31,19,16,14,10,9,9,8
339956,49,28,20,17,12,10,8,9,7
16604,46,29,21,16,12,10,9,9,8
176395,52,26,19,17,12,11,8,8,7
651883,47,31,19,14,13,12,9,8,7
33210,51,27,20,15,12,11,9,8,7
815275,50,26,20,17,12,11,9,8,7
933690,49,29,21,14,13,10,9,8,7
26030,51,27,21,15,11,11,8,8,8
365908,49,29,20,14,12,11,10,8,7
870846,45,29,22,14,13,11,10,8,8
34048,51,27,21,14,12,11,10,8,6
946739,48,26,22,15,12,11,9,9,8
976696,50,27,20,14,13,11,9,8,8
878116,50,27,18,17,12,11,10,8,7
469997,46,29,19,16,13,12,9,8,8
46529,48,27,21,16,13,10,10,8,7
581917,45,30,20,16,13,11,10,8,7
69846,51,26,21,14,13,10,10,8,7
242611,50,29,19,16,13,11,8,7,7
43612,46,29,20,16,13,11,10,8,7
676389,52,27,19,15,13,10,9,8,7
548533,50,30,20,15,12,10,8,8,7
80446,46,27,20,15,14,12,10,8,8
937516,52,25,20,17,12,11,8,8,7
31925,50,29,19,15,12,11,10,7,7
159586,46,28,19,16,14,11,10,8,8
16360,51,27,21,14,12,10,10,8,7
798484,50,27,22,14,12,11,9,8,7
505235,45,29,21,15,14,12,9,8,7
14418,47,28,22,16,12,10,9,8,8
738455,46,28,20,17,12,11,10,9,7
66022,52,25,21,15,14,11,8,7,7
298215,46,27,19,18,13,12,9,8,8
81361,45,31,20,15,13,11,9,8,8
71731,51,27,21,14,13,10,9,8,7
931211,49,29,19,15,12,10,10,8,8
591666,45,28,22,16,12,12,10,7,8
734753,46,28,21,16,12,12,9,8,8
185153,51,28,19,15,11,11,9,8,8
200953,49,30,18,15,13,10,9,8,8
444548,44,28,20,17,13,11,10,9,8
515646,49,27,19,15,12,12,10,9,7
41854,47,29,20,16,12,10,10,9,7
25503,45,27,20,18,12,12,10,9,7
832497,50,29,21,14,12,10,9,7,8
302565,48,26,20,17,12,11,9,9,8
795922,45,27,22,16,14,10,9,9,8
31267,47,28,21,17,12,11,9,8,7
974556,49,27,19,15,13,11,10,8,8
940322,47,28,20,16,14,11,9,8,7
628588,48,27,21,15,13,11,9,8,8
106850,49,29,19,16,12,11,9,8,7
717815,48,26,19,16,13,11,10,9,8
52815,49,29,18,16,13,10,10,8,7
340597,52,26,18,15,13,11,9,9,7
628321,46,27,21,17,12,11,10,8,8
32488,49,27,19,16,13,11,9,9,7
13726,47,28,19,15,13,11,10,9,8
345678,47,29,20,15,13,10,10,9,7
462048,50,28,20,14,13,10,9,8,8
604867,48,30,20,14,12,11,10,7,8
47702,50,28,19,16,13,10,10,7,7
51562,46,30,19,17,12,11,10,8,7
601291,50,30,18,16,12,10,9,7,8
484375,47,27,21,15,13,11,10,9,7
120632,50,30,20,14,12,10,10,7,7
327891,49,26,21,16,13,10,10,8,7
979756,52,26,21,15,12,10,9,8,7
978197,48,30,22,14,12,10,9,8,7
812630,50,28,20,15,12,10,9,8,8
40709,51,28,18,16,11,11,9,8,8
42217,48,28,21,15,12,11,9,8,8
360694,46,29,22,14,12,10,10,9,8
52895,45,28,21,16,14,11,9,9,7
862852,49,27,20,16,13,10,9,8,8
18646,50,27,20,15,12,11,9,9,7
71217,53,26,19,16,12,10,9,8,7
77526,45,27,21,17,14,10,10,9,7
917159,48,29,20,16,13,10,9,8,7
937320,46,28,20,16,14,11,10,8,7
217305,45,30,19,16,12,12,9,9,8
89673,46,30,21,16,12,10,9,8,8
835146,48,30,20,14,14,10,9,8,7
18684,45,28,22,17,12,11,10,8,7
30331,46,28,19,16,14,11,10,9,7
15080,48,29,18,16,12,11,10,8,8
907953,51,27,20,14,12,11,9,8,8
510179,49,30,19,14,13,10,9,9,7
885905,51,25,20,15,12,10,10,9,8
294574,48,29,20,16,12,10,10,8,7
471251,46,30,19,17,13,11,9,8,7
94082,44,31,19,15,14,12,9,9,7
907117,48,27,21,14,14,11,10,8,7
186808,47,27,21,16,13,11,9,8,8
865107,48,29,20,15,13,10,10,8,7
74794,45,30,21,17,12,11,9,8,7
763446,48,27,22,15,13,10,10,8,7
667506,48,27,21,16,12,11,9,9,7
106606,47,30,19,16,12,11,9,9,7
342273,51,27,20,14,12,11,10,8,7
603761,50,29,19,15,11,11,10,7,8
705013,50,28,19,16,11,11,9,9,7
79055,48,30,19,16,12,11,9,8,7
36890,48,27,20,15,14,11,9,9,7
41147,52,26,18,14,12,11,10,9,8
24020,48,29,21,16,12,10,9,8,7
11756,51,28,19,15,13,10,10,7,7
65205,51,25,22,16,12,10,10,7,7
197385,51,27,21,14,14,10,8,8,7
59552,48,26,20,17,13,11,9,8,8
62423,49,29,20,15,13,11,9,8,6
204876,48,26,19,17,13,11,9,9,8
778364,46,27,21,16,14,10,10,9,7
90061,50,26,19,17,13,11,9,8,7
30707,47,28,20,16,12,11,10,9,7
918851,50,28,19,15,12,11,10,8,7
19698,50,30,20,14,11,11,9,8,7
308562,52,27,18,15,14,11,8,8,7
333389,46,28,21,15,14,10,10,8,8
38027,46,28,22,16,12,10,11,8,7
491439,43,31,21,16,14,10,10,8,7
562614,50,27,20,16,13,10,9,8,7
240309,50,29,18,14,13,11,9,8,8
56429,50,26,21,15,12,11,10,7,8
20158,50,25,20,16,13,11,9,9,7
683361,50,28,19,15,13,11,9,8,7
688092,48,25,22,16,12,11,10,8,8
850992,50,27,20,15,13,11,10,8,6
513119,47,30,21,15,13,10,9,8,7
550676,49,26,22,15,12,10,10,9,7
39976,46,30,21,16,12,11,9,8,7
439875,44,29,22,16,13,10,10,8,8
20511,50,30,20,15,12,10,8,8,7
646793,46,29,20,17,13,11,9,8,7
25267,48,30,18,15,13,10,10,9,7
33156,47,30,20,15,12,11,9,9,7
495236,49,29,19,15,12,12,9,8,7
716910,46,28,20,16,13,11,10,9,7
74885,47,26,23,15,13,10,9,9,8
38814,51,29,21,15,11,10,9,7,7
70124,50,28,20,14,13,10,10,8,7
560743,49,28,19,14,14,11,9,8,8
472452,47,28,20,17,11,11,10,8,8
135833,50,26,21,14,13,11,8,9,8
52007,50,28,20,14,13,11,8,9,7
748461,47,30,21,15,12,10,9,8,8
65811,52,26,19,15,13,11,9,8,7
33934,51,26,21,16,12,10,9,8,7
709041,46,27,21,17,14,10,9,8,8
98749,47,29,21,16,12,11,9,8,7
165368,44,28,22,16,13,11,10,8,8
47976,46,28,22,15,13,11,9,9,7
38896,51,30,18,14,12,10,9,8,8
932017,50,28,18,16,13,10,10,8,7
67802,47,27,22,16,13,11,8,9,7
933839,51,27,21,14,12,11,9,8,7
11702,48,29,21,14,12,11,9,8,8
86542,46,29,21,16,12,10,9,9,8
49151,45,28,21,16,13,12,9,8,8
838214,45,26,20,17,14,12,10,9,7
442424,49,28,20,15,14,10,9,8,7
22003,50,30,20,14,13,10,9,8,6
300251,48,29,19,16,13,10,8,9,8
19839,51,26,19,16,13,10,10,8,7
992379,51,25,20,17,13,10,9,8,7
643027,51,28,18,16,12,10,10,7,8
71004,44,32,20,15,13,11,10,8,7
605912,51,25,21,15,12,11,9,8,8
39682,45,32,20,15,14,10,9,8,7
342645,50,26,21,15,13,10,10,8,7
33075,50,30,20,14,11,10,8,9,8
57507,46,32,19,17,12,10,9,8,7
404306,43,30,21,16,13,12,9,9,7
507276,50,27,20,15,13,11,9,8,7
486839,50,26,20,16,12,11,10,7,8
788655,48,28,21,16,12,10,9,9,7
227110,48,30,20,15,12,11,9,8,7
90628,46,28,22,14,14,10,10,9,7
114305,50,29,20,14,12,10,9,8,8
638499,49,27,21,15,12,11,9,9,7
457218,49,29,21,15,13,10,9,8,6
39416,49,26,20,16,13,10,9,9,8
858031,50,26,21,16,12,10,9,9,7
65290,47,29,21,16,13,10,10,7,7
137706,47,28,20,16,14,10,10,8,7
892071,46,27,21,16,13,10,10,9,8
17471,50,29,21,15,12,10,8,8,7
565792,47,29,22,14,13,11,9,8,7
79596,50,28,21,14,12,10,10,8,7
41967,47,30,20,15,12,11,9,9,7
223100,47,27,21,16,11,12,10,9,7
67027,49,30,19,16,12,10,9,8,7
630231,49,27,20,16,12,11,9,8,8
577993,52,26,19,15,13,10,10,8,7
14920,47,27,22,16,12,11,9,9,7
827480,44,30,22,15,13,12,9,7,8
943134,51,26,19,16,13,11,9,8,7
13390,45,30,20,17,13,10,9,8,8
33084,49,26,20,15,12,11,10,9,8
690139,49,27,21,15,13,10,10,8,7
800055,51,28,19,15,12,10,9,8,8
332601,45,27,22,16,14,11,9,8,8
958086,46,31,20,16,13,11,9,7,7
360966,44,30,21,17,12,11,9,8,8
13627,51,29,18,16,11,11,9,8,7
841268,47,31,21,14,13,10,8,8,8
422199,51,28,20,14,12,10,8,9,8
108953,51,27,19,15,12,11,10,8,7
60703,50,26,20,16,13,10,10,8,7
82216,46,31,19,16,12,11,10,8,7
137634,46,28,21,17,13,11,9,8,7
830327,46,31,20,15,12,11,9,8,8
19209,48,28,21,15,13,11,9,8,7
496189,46,30,18,16,13,11,10,8,8
489701,49,27,20,16,13,10,10,8,7
34619,45,30,21,16,13,11,10,7,7
90575,49,28,22,14,12,11,9,8,7
427968,49,30,18,14,13,10,9,9,8
279379,45,28,20,17,13,11,10,8,8
210472,50,26,19,17,13,10,8,9,8
787473,46,28,21,16,12,11,10,9,7
15507,46,30,18,16,13,11,9,9,8
240733,49,30,19,14,13,10,10,8,7
168148,48,30,18,15,13,9,10,9,8
138638,46,29,20,15,14,10,10,8,8
69964,49,29,19,16,11,10,10,9,7
15575,49,27,20,15,12,11,10,8,8
634356,50,25,19,17,13,11,8,9,8
478623,50,29,21,14,12,10,9,8,7
652216,46,27,21,17,12,11,10,8,8
475359,48,27,21,15,12,11,10,8,8
662652,45,28,21,17,14,11,9,8,7
329668,50,26,19,17,12,11,9,8,8
64015,47,27,19,16,14,10,10,9,8
44692,48,29,19,17,12,10,9,8,8
697930,46,31,20,15,12,11,9,9,7
128778,50,28,18,16,14,10,9,8,7
70875,51,26,20,15,13,11,9,8,7
337992,49,31,18,14,12,11,10,8,7
383731,45,29,19,15,14,12,10,9,7
198142,48,29,21,14,12,11,10,8,7
570925,49,30,19,15,12,10,9,8,8
57841,49,29,20,15,13,11,9,7,7
377153,47,31,19,16,13,10,9,8,7
688454,46,27,23,15,13,11,9,9,7
39463,51,30,20,14,12,10,9,7,7
85581,45,31,22,14,13,10,9,8,8
656661,50,26,22,15,12,10,9,8,8
184343,51,26,21,16,14,10,8,8,6
189790,50,28,19,15,12,11,9,9,7
63808,51,28,21,14,12,10,9,8,7
956103,47,27,20,15,13,11,10,9,8
51418,47,31,19,16,12,10,9,9,7
117035,48,29,19,15,12,11,10,8,8
88185,46,29,20,16,12,11,10,9,7
524028,51,28,20,13,13,10,9,8,8
18141,48,28,21,14,12,11,10,8,8
78749,47,29,21,16,12,10,10,8,7
448358,48,29,19,16,14,10,8,9,7
378585,49,26,20,17,12,12,9,8,7
556931,47,26,22,16,14,11,9,7,8
375020,50,28,20,15,13,9,9,8,8
799164,51,27,19,16,12,11,9,8,7
67870,47,27,21,16,12,11,9,9,8
46093,52,29,19,14,13,10,8,8,7
19481,49,26,21,15,12,11,9,9,8
435730,49,26,20,16,13,10,10,9,7
16614,48,30,19,16,13,11,9,7,7
551564,46,28,20,16,13,11,9,9,8
32910,48,25,22,16,12,11,9,9,8
71665,49,27,18,15,14,12,9,9,7
53251,47,26,20,16,14,11,10,9,7
481122,46,30,19,16,13,11,10,8,7
576160,49,26,21,17,13,10,9,8,7
65628,48,29,21,16,12,10,8,9,7
209988,46,28,23,15,12,10,10,8,8
351356,50,26,20,16,12,11,10,7,8
820679,51,28,21,15,12,10,9,7,7
75936,51,27,18,15,13,11,9,9,7
416198,51,26,18,16,12,10,10,9,8
719714,47,29,21,15,13,10,9,9,7
399278,48,29,20,15,13,10,9,9,7
42909,46,27,20,16,12,12,10,9,8
287380,49,26,19,16,12,12,10,8,8
16778,46,27,22,17,13,10,10,8,7
868020,48,28,19,17,13,10,9,8,8
64435,45,30,21,17,12,11,9,8,7
73172,46,29,22,15,13,10,10,8,7
761789,50,30,21,15,11,10,9,7,7
961636,47,26,19,17,14,11,10,9,7
74096,49,27,19,16,13,10,10,8,8
18754,45,30,19,16,13,12,8,9,8
96557,48,27,21,15,13,10,9,9,8
15143,49,30,20,14,13,11,8,8,7
810301,50,27,18,16,12,11,9,9,8
692111,52,26,19,15,13,10,10,7,8
247438,51,29,18,15,12,11,9,8,7
706883,49,29,20,15,12,10,9,8,8
343419,49,27,20,15,14,10,9,9,7
312597,50,28,18,16,13,11,10,7,7
448662,50,29,19,14,13,10,9,8,8
81085,51,28,21,14,11,10,9,9,7
629311,46,27,22,16,13,12,9,8,7
144167,49,27,21,16,11,11,10,8,7
9485,49,29,19,17,12,10,9,8,7
120840,48,26,22,17,12,10,10,8,7
808676,46,28,23,15,12,11,9,8,8
21429,47,28,21,16,14,11,8,7,8
88498,49,29,19,14,13,10,9,9,8
81664,47,29,20,16,13,10,9,8,8
817726,50,28,19,16,12,10,9,9,7
229693,52,28,19,14,12,10,9,8,8
699300,45,27,21,18,14,10,9,8,8
22215,47,30,20,15,12,11,10,8,7
88429,44,31,21,16,12,11,10,8,7
62105,51,28,19,16,12,10,9,8,7
43032,49,26,19,17,13,10,10,8,8
605039,47,30,18,17,13,10,9,9,7
89929,48,27,19,16,13,11,10,9,7
423154,50,30,18,14,13,10,9,8,8
164509,48,29,20,17,12,10,9,8,7
582469,48,28,19,16,13,10,10,8,8
245860,51,28,18,16,13,10,9,8,7
636857,49,28,19,16,13,10,9,8,8
333416,50,27,18,16,13,11,10,9,6
50207,49,29,21,14,13,10,9,7,8
90512,50,26,18,17,12,11,10,9,7
448646,48,28,20,15,13,11,10,8,7
73256,47,27,19,17,12,12,10,9,7
172638,48,30,19,14,13,10,10,8,8
343253,44,32,19,17,12,11,10,8,7
56994,47,31,18,15,13,10,10,8,8
89934,49,30,18,16,12,10,9,9,7
95997,47,28,22,16,12,11,8,8,8
34824,49,29,18,16,11,11,10,9,7
626246,49,30,20,15,13,9,9,8,7
896386,47,27,22,15,13,11,10,8,7
75055,44,30,22,16,14,11,9,7,7
731961,48,26,21,17,13,12,8,8,7
794238,49,29,19,15,13,11,9,8,7
91495,51,27,19,15,12,10,9,9,8
75844,48,28,21,16,12,11,9,8,7
200091,48,26,21,16,13,10,10,8,8
40427,51,27,19,16,13,10,9,8,7
141196,46,30,19,15,13,12,10,8,7
19075,45,27,21,17,13,12,10,8,7
343838,51,26,22,15,11,10,9,8,8
58415,52,27,19,15,12,11,9,8,7
19408,48,29,21,15,13,11,9,7,7
859182,46,29,21,16,12,12,9,8,7
479829,47,26,20,17,14,10,10,8,8
